Open,high,low,close,volume,UnixTime
22.300,23.000,19.931,20.514,524007.7343,2017-07-14
20.514,21.535,19.200,19.438,445304.6298,2017-07-15
19.558,19.743,14.900,16.819,1124937.6253,2017-07-16
16.819,19.300,15.963,19.300,775311.0529,2017-07-17
19.300,22.987,18.000,20.520,1225961.7411,2017-07-18
20.520,23.100,18.220,19.110,1171356.5269,2017-07-19
19.115,22.222,18.310,21.000,750725.2100,2017-07-20
21.000,21.427,19.860,19.951,1374286.9273,2017-07-21
19.924,22.020,19.670,21.640,1558912.6968,2017-07-22
21.640,22.669,20.969,21.850,1561737.0188,2017-07-23
21.850,22.350,21.500,21.532,459115.2999,2017-07-24
21.532,21.890,19.350,19.819,894030.8765,2017-07-25
19.819,20.396,18.929,19.329,1776428.6210,2017-07-26
19.329,20.385,19.000,19.000,1280107.8885,2017-07-27
19.000,19.400,17.780,18.704,948584.9299,2017-07-28
18.600,19.309,17.517,18.890,841790.5430,2017-07-29
18.890,19.298,18.002,18.316,472039.8611,2017-07-30
18.316,19.280,17.860,18.400,735809.3629,2017-07-31
18.400,20.303,18.227,19.851,902385.3618,2017-08-01
19.851,20.780,18.900,19.062,310580.5876,2017-08-02
19.062,19.600,18.720,19.400,807588.5808,2017-08-03
19.400,19.698,19.000,19.698,672908.8284,2017-08-04
19.698,20.313,18.750,20.260,539340.6913,2017-08-05
20.260,21.004,20.100,20.106,734327.7320,2017-08-06
20.106,21.020,19.511,19.700,1083019.3154,2017-08-07
19.700,21.750,19.700,21.301,937436.0145,2017-08-08
21.301,21.850,20.511,21.443,622494.5868,2017-08-09
21.443,22.500,20.030,20.200,607171.0138,2017-08-10
20.200,21.330,19.541,19.948,844334.4856,2017-08-11
19.948,20.300,19.000,19.000,535823.3132,2017-08-12
19.000,19.999,17.900,19.999,1371963.8288,2017-08-13
19.999,20.399,18.650,19.599,889504.5207,2017-08-14
19.599,19.900,17.479,17.780,2676472.9170,2017-08-15
17.780,19.199,17.000,18.100,1286625.4531,2017-08-16
18.100,18.100,17.300,17.601,1554810.7030,2017-08-17
17.601,19.010,17.050,17.490,1008177.2543,2017-08-18
17.490,18.400,16.501,17.700,1959434.2107,2017-08-19
17.700,17.989,16.700,17.759,1281640.0335,2017-08-20
17.759,22.100,17.000,21.350,2324818.0843,2017-08-21
21.350,27.969,19.100,26.750,1708198.1375,2017-08-22
26.750,32.500,26.000,27.500,2451719.1780,2017-08-23
27.500,30.999,22.001,24.000,1214109.9068,2017-08-24
24.000,25.410,21.300,23.051,897741.8636,2017-08-25
23.051,25.800,23.000,23.950,1097422.9679,2017-08-26
23.950,23.950,21.310,21.501,1029124.4342,2017-08-27
21.501,25.900,21.304,24.469,1668480.0010,2017-08-28
24.500,24.998,22.569,24.000,2224584.4633,2017-08-29
24.000,25.500,23.800,25.159,1873165.4065,2017-08-30
25.159,29.950,25.159,29.950,1353938.6530,2017-08-31
29.950,29.950,27.001,28.000,206911.6078,2017-09-01
28.000,28.200,25.000,25.994,404853.4830,2017-09-02
25.994,27.000,25.500,26.499,47188.8066,2017-09-03
26.499,26.500,23.100,23.501,469853.1180,2017-09-04
23.501,25.029,22.320,24.000,166526.0686,2017-09-05
24.000,25.999,24.000,25.332,221962.2895,2017-09-06
25.332,25.501,24.500,24.801,186110.0740,2017-09-07
24.801,24.999,23.023,24.401,848690.4812,2017-09-08
24.401,24.720,22.800,23.976,159475.4891,2017-09-09
23.976,23.999,22.197,23.500,582628.9422,2017-09-10
23.500,24.700,23.004,24.300,226042.2827,2017-09-11
24.300,24.600,23.300,23.303,871100.7799,2017-09-12
23.303,23.303,21.600,22.986,270612.7840,2017-09-13
22.986,22.986,17.400,17.400,1094925.6755,2017-09-14
17.400,21.000,16.500,20.199,810724.3074,2017-09-15
20.199,21.091,18.801,19.746,58359.0560,2017-09-16
19.746,20.699,18.500,19.400,98840.7240,2017-09-17
19.400,21.500,19.225,21.250,190387.9369,2017-09-18
21.250,21.499,20.124,20.848,938879.0057,2017-09-19
20.848,21.390,20.500,21.309,97405.9351,2017-09-20
21.309,21.309,19.801,19.801,157777.0282,2017-09-21
19.801,20.548,19.061,19.900,113005.3042,2017-09-22
19.900,20.488,19.301,20.488,414408.6423,2017-09-23
20.488,20.490,19.600,19.601,583599.3903,2017-09-24
19.601,20.520,19.500,20.520,75012.8665,2017-09-25
20.520,20.900,20.000,20.900,311957.3522,2017-09-26
20.900,23.500,20.500,23.496,153730.0580,2017-09-27
23.496,23.500,21.360,22.000,523596.5268,2017-09-28
22.000,22.389,20.900,21.920,338307.4430,2017-09-29
21.920,22.990,21.920,22.648,165550.3177,2017-09-30
22.648,22.800,22.170,22.800,403731.1017,2017-10-01
22.800,23.450,22.301,22.505,443334.5829,2017-10-02
22.505,23.093,22.330,23.000,1984520.5461,2017-10-03
23.000,24.200,22.990,23.601,952623.2671,2017-10-04
23.601,27.200,23.601,26.800,1291594.5147,2017-10-05
26.800,27.497,26.200,26.884,574149.9333,2017-10-06
26.884,27.096,26.288,26.531,485519.1319,2017-10-07
26.532,30.141,26.305,29.990,1617133.2248,2017-10-08
29.512,30.799,26.802,27.521,3399429.6565,2017-10-09
28.000,29.499,27.300,29.000,843288.4473,2017-10-10
29.000,29.800,28.202,28.722,544871.8284,2017-10-11
28.722,29.500,28.518,28.661,2302442.5341,2017-10-12
28.661,30.000,27.500,28.832,1520359.1380,2017-10-13
28.832,29.840,28.800,28.873,625930.2406,2017-10-14
28.872,29.995,28.800,29.056,882304.3542,2017-10-15
29.056,33.500,28.500,29.000,1739959.2552,2017-10-16
29.000,29.994,25.200,26.800,1267237.4046,2017-10-17
26.800,26.998,23.800,25.299,1723609.4045,2017-10-18
25.299,26.000,23.200,24.499,1990280.4566,2017-10-19
24.499,26.499,23.700,24.010,1038312.8931,2017-10-20
24.010,24.299,22.500,23.840,1153643.5793,2017-10-21
23.840,24.899,22.700,22.955,2937104.8895,2017-10-22
22.955,23.924,21.325,22.495,1248131.8087,2017-10-23
22.495,24.490,21.000,23.000,1764701.6572,2017-10-24
23.000,23.499,22.501,22.900,612861.4786,2017-10-25
22.900,24.200,22.530,23.450,1641171.8815,2017-10-26
23.450,23.497,22.800,23.077,558934.9284,2017-10-27
23.077,23.524,22.500,22.501,598597.4218,2017-10-28
22.501,23.199,22.500,23.000,1029462.3282,2017-10-29
23.000,23.198,22.600,22.800,977749.2273,2017-10-30
22.800,23.000,22.392,22.900,1199647.3406,2017-10-31
22.900,22.900,22.000,22.001,1326972.6600,2017-11-01
22.001,23.700,20.678,23.061,2505685.4562,2017-11-02
23.061,25.340,22.679,23.503,1780203.3567,2017-11-03
23.791,23.791,22.831,23.001,944585.0163,2017-11-04
23.001,23.450,22.700,22.961,954080.3272,2017-11-05
22.961,24.007,22.909,23.502,1755239.0173,2017-11-06
23.502,23.690,22.861,23.441,1748191.1536,2017-11-07
23.439,25.103,23.110,24.998,2439863.0819,2017-11-08
24.905,26.000,24.118,24.956,3477519.7158,2017-11-09
24.956,25.117,23.389,23.501,3865723.4599,2017-11-10
23.600,24.500,23.000,23.720,2758977.7794,2017-11-11
23.720,23.879,21.561,22.885,3886484.4546,2017-11-12
22.885,23.499,22.301,23.300,2722313.4776,2017-11-13
23.300,24.111,23.120,24.070,2813506.6904,2017-11-14
24.070,24.321,23.652,23.900,2847349.2748,2017-11-15
23.900,28.900,23.251,25.299,7426451.8815,2017-11-16
25.299,27.200,24.900,25.700,4822060.7132,2017-11-17
25.700,26.095,24.851,25.602,2133688.0803,2017-11-18
25.602,26.898,25.555,26.155,1696207.3667,2017-11-19
26.156,28.280,26.011,27.795,3581349.0766,2017-11-20
27.795,29.500,26.410,26.596,7379637.3913,2017-11-21
26.596,27.499,26.200,26.650,2548252.9000,2017-11-22
26.650,28.000,26.500,27.100,2570825.9203,2017-11-23
27.156,28.200,26.500,27.128,5970093.6857,2017-11-24
27.128,28.277,27.000,27.671,4018511.5007,2017-11-25
27.671,28.080,27.499,27.886,4069170.0265,2017-11-26
27.886,28.560,27.652,27.995,3737692.4859,2017-11-27
27.903,32.979,27.851,32.705,8388303.2860,2017-11-28
32.640,33.000,27.201,28.356,10906387.7639,2017-11-29
28.345,30.000,26.400,28.798,7961307.5722,2017-11-30
28.660,29.371,26.688,28.400,4049324.6072,2017-12-01
28.400,28.537,27.700,27.856,2409456.3738,2017-12-02
27.809,28.885,27.700,28.470,3804047.7961,2017-12-03
28.470,28.600,27.600,28.076,5157409.1500,2017-12-04
27.907,28.198,26.938,27.100,5501684.8453,2017-12-05
27.098,27.200,24.500,25.501,8652895.1734,2017-12-06
25.547,27.260,25.000,26.700,8161648.2262,2017-12-07
26.897,32.000,26.000,28.500,15192616.8677,2017-12-08
28.515,29.900,27.000,28.500,7196390.2316,2017-12-09
28.500,28.624,26.300,27.000,7527312.8571,2017-12-10
27.001,29.020,26.900,28.500,6143878.6159,2017-12-11
28.546,54.999,28.500,42.887,24884983.4901,2017-12-12
42.888,70.000,38.000,54.243,25594707.1937,2017-12-13
54.243,99.200,53.301,96.104,30774616.9139,2017-12-14
96.105,96.198,71.111,85.085,24696683.9296,2017-12-15
85.111,92.999,83.200,85.000,12540364.3967,2017-12-16
84.862,90.000,80.000,83.004,9460566.0396,2017-12-17
83.004,88.693,80.000,87.558,11028017.5283,2017-12-18
87.656,99.000,86.866,90.521,16487174.4471,2017-12-19
90.975,91.000,82.900,85.705,7750495.5127,2017-12-20
85.704,138.999,85.178,138.500,26536199.1797,2017-12-21
137.169,154.811,81.200,128.000,32945145.3708,2017-12-22
128.000,137.980,120.700,124.917,8982680.0925,2017-12-23
125.878,126.850,105.000,119.997,9275132.8359,2017-12-24
119.992,121.699,114.001,115.002,4800426.6945,2017-12-25
115.002,126.000,114.590,123.500,6525944.6464,2017-12-26
123.490,145.000,122.401,140.975,14603262.6601,2017-12-27
140.976,156.981,130.699,150.652,14630377.9343,2017-12-28
150.622,240.000,150.000,232.595,34175542.2120,2017-12-29
232.500,300.000,220.000,220.391,26253966.8050,2017-12-30
220.391,258.000,182.000,244.442,25853555.4691,2017-12-31
244.434,249.999,220.000,243.000,5881498.6131,2018-01-01
243.500,267.999,236.300,258.612,9445695.4439,2018-01-02
258.569,329.999,256.783,326.898,19175504.6746,2018-01-03
326.897,401.000,322.123,358.873,25311949.7826,2018-01-04
358.999,378.500,300.000,312.428,17394669.3116,2018-01-05
312.000,348.700,300.000,323.139,7569938.7475,2018-01-06
323.006,342.001,315.000,334.901,5371680.5874,2018-01-07
334.901,336.335,250.000,309.987,10168548.9549,2018-01-08
309.755,324.999,252.024,265.000,12059859.3369,2018-01-09
265.000,290.012,200.000,241.003,22041214.7770,2018-01-10
